"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
           0,       -5.95352472,      -5.198333737,      -5.679736532,      -9.109215775,       5.215451083,               2.4,               2.4,      0.1264047009,       1.165644362
           1,      -6.151202347,      -5.285513575,      -5.522782508,      -3.558708309,       8.123359474,              2.88,              2.88,      0.1265361415,       1.166398772
           2,      -6.405628027,      -5.359118459,      -5.479033491,      -3.859293548,       7.520959326,             3.456,             3.456,      0.1266637039,       1.167096224
           3,      -6.610739427,      -5.406632655,       -5.53768381,      -3.986730119,       6.917103269,            4.1472,            4.1472,      0.1267570568,       1.167620735
           4,      -6.661984095,      -5.432007498,      -5.663658699,      -4.035752923,        6.30716676,           4.97664,           4.97664,      0.1268049326,       1.167919921
           5,      -6.767433849,      -5.451560534,      -5.806854753,      -4.088283017,       5.672877632,          5.971968,          5.971968,      0.1268154264,       1.168026601
           6,      -6.921122551,      -5.476790008,       -5.91628106,      -4.248066646,       4.946244363,         7.1663616,         7.1663616,      0.1268082013,       1.168025651
           7,      -6.969062872,      -5.507141665,      -5.975264398,      -4.766665792,       3.911851824,        8.59963392,        8.59963392,      0.1268008492,       1.167998696
           8,       -7.04510769,      -5.535186908,      -5.983155772,        -5.6504769,       2.102640112,        10.3195607,        10.3195607,      0.1268004169,         1.1679863
           9,       -7.18865899,      -5.556703897,      -5.980865883,      -5.783627595,       0.863319448,       12.38347284,       12.38347284,      0.1268049248,       1.167990463
          10,      -7.275108149,      -5.573436314,      -5.987376126,      -5.891335713,       0.717013335,       14.86016741,       14.86016741,      0.1268102931,        1.16800072
          11,      -7.331383219,      -5.588187375,      -5.995333294,      -5.994155216,      0.5733433019,        17.8322009,        17.8322009,      0.1268149619,       1.168012021
          12,      -7.399722965,       -5.60197063,      -6.003745663,      -6.096963418,      0.4098038174,       21.39864108,       21.39864108,      0.1268198567,       1.168025396
          13,       -7.44214321,      -5.615019144,      -6.011749665,      -6.207518626,      0.2162476424,       25.67836929,       25.67836929,      0.1268265862,       1.168042931
          14,      -7.438046315,      -5.627920417,      -6.016390613,      -6.331144403,    -0.01439982961,       30.81404315,       30.81404315,      0.1268364649,       1.168065485
          15,         -7.412475,      -5.641346432,      -6.017799262,      -6.466206056,     -0.2847438577,       36.97685178,       36.97685178,      0.1268502516,       1.168092505
          16,      -7.386988277,      -5.655697306,      -6.018267839,      -6.602070689,       -0.58658697,       44.37222213,       44.37222213,      0.1268676194,       1.168121747
          17,      -7.362216802,      -5.671186997,      -6.019135337,      -6.722683563,     -0.8776362877,       53.24666656,       53.24666656,      0.1268865619,       1.168148934
          18,        -7.3374476,      -5.687996113,      -6.020689688,      -6.818289032,      -1.073387734,       63.89599987,       63.89599987,      0.1269040509,       1.168169266
          19,      -7.314708622,      -5.706229256,      -6.023237385,      -6.892211229,      -1.167601205,       76.67519985,       76.67519985,      0.1269181124,       1.168180794
          20,      -7.295716446,      -5.725991643,      -6.027183619,      -6.952403057,      -1.224819601,       92.01023982,       92.01023982,       0.126929036,       1.168185453
          21,       -7.28115195,      -5.747334348,      -6.032936701,      -7.003277341,      -1.276096753,       110.4122878,       110.4122878,       0.126937667,       1.168185154
          22,      -7.270884985,      -5.770299083,      -6.040898901,      -7.047152289,      -1.334593496,       132.4947453,       132.4947453,      0.1269423519,       1.168176318
          23,      -7.265117334,       -5.79493873,      -6.051273378,      -7.091062926,      -1.409574767,       158.9936944,       158.9936944,      0.1269384545,       1.168148648
          24,      -7.263940966,      -5.821374793,        -6.0645452,      -7.150494684,      -1.494903864,       190.7924333,       190.7924333,      0.1269229529,       1.168092393
          25,      -7.267653333,      -5.849936052,      -6.081039197,      -7.240910475,      -1.504820007,       228.9509199,       228.9509199,      0.1269008577,       1.168012352
          26,      -7.277042841,      -5.881204317,      -6.101369905,      -7.362148085,      -1.376111516,       228.9509199,       228.9509199,      0.1268847361,       1.167935846
          27,       -7.29237793,      -5.916006059,      -6.126256571,      -7.494116395,      -1.338102297,       228.9509199,       228.9509199,       0.126882312,       1.167898078
          28,      -7.326219078,       -5.95444282,      -6.160799494,      -7.600167373,       -1.38806674,       228.9509199,       228.9509199,      0.1268877332,       1.167895227
          29,      -7.362468117,      -5.996617387,       -6.20048337,      -7.688867295,      -1.494042573,       228.9509199,       228.9509199,      0.1268924829,       1.167911047
          30,      -7.400788565,      -6.042376589,      -6.243414046,      -7.769683175,       -1.61228984,       228.9509199,       228.9509199,      0.1268900215,       1.167927787
          31,      -7.443250264,      -6.091293362,      -6.289580256,      -7.845892955,      -1.707321905,       228.9509199,       228.9509199,      0.1268771872,        1.16793304
          32,      -7.489767009,       -6.14278712,      -6.338794308,      -7.917349547,      -1.777659163,       228.9509199,       228.9509199,      0.1268538341,       1.167921732
          33,      -7.540518644,       -6.19676806,      -6.390550191,      -7.983158923,      -1.838832982,       22.89509199,       22.89509199,      0.1268221616,       1.167895452
          34,      -7.594595845,      -6.252993464,      -6.444715052,       -8.04425539,       -2.08781195,       27.47411039,       27.47411039,      0.1268183575,       1.167891065
          35,      -7.911062492,      -6.280713447,      -6.553531356,       -8.04904782,      -2.597454729,       32.96893247,       32.96893247,      0.1268131248,       1.167885808
          36,      -8.045121958,      -6.309754665,      -6.640576112,      -8.054814948,      -2.774630277,       39.56271897,       39.56271897,      0.1268055394,       1.167878439
          37,      -7.918206492,      -6.347859654,      -6.657392191,      -8.061739745,       -2.72994253,       47.47526276,       47.47526276,       0.126795435,       1.167868109
          38,      -7.892873005,      -6.390613631,      -6.668177289,      -8.070000906,      -2.652088697,       56.97031531,       56.97031531,      0.1267833185,       1.167855156
          39,       -7.91798852,      -6.435737954,      -6.696709164,      -8.079789935,      -2.591203152,       68.36437837,       68.36437837,      0.1267698343,       1.167840667
          40,      -7.944029067,        -6.4840426,      -6.734188134,      -8.091304747,      -2.536915562,       82.03725405,       82.03725405,       0.126755327,       1.167825536
          41,      -7.968399922,      -6.536200974,      -6.774639045,      -8.104741278,      -2.469093266,       98.44470486,       98.44470486,      0.1267398356,       1.167809974
          42,      -7.999500691,      -6.592083121,      -6.818770149,      -8.120290385,       -2.37938291,       118.1336458,       118.1336458,      0.1267233063,       1.167793818
          43,      -8.038746801,      -6.651358295,      -6.867670303,       -8.13815147,      -2.275546772,        141.760375,        141.760375,       0.126705637,       1.167777142
          44,      -8.084298777,      -6.713680048,      -6.921034196,      -8.158579639,      -2.180712171,        14.1760375,        14.1760375,        0.12668656,       1.167760642
          45,       -8.13499475,      -6.778560188,      -6.978083794,      -8.182868302,      -2.593537523,         17.011245,         17.011245,        0.12668456,       1.167758624
          46,      -8.434849327,      -6.805962938,       -7.07586801,      -8.184862215,      -2.905733016,         20.413494,         20.413494,      0.1266819539,       1.167756237
          47,      -8.653683027,      -6.832359181,      -7.179688007,      -8.187253046,      -3.037080201,        24.4961928,        24.4961928,      0.1266783264,       1.167753148
          48,      -8.522981062,      -6.867535248,      -7.210300527,      -8.190130113,      -2.986125411,       29.39543136,       29.39543136,      0.1266735254,       1.167749033
          49,      -8.457241789,      -6.908414581,      -7.214459958,      -8.193585524,      -2.890942795,       35.27451763,       35.27451763,      0.1266678087,       1.167743992
          50,      -8.481968363,      -6.950801969,      -7.236026026,      -8.197727798,      -2.802599649,       42.32942116,       42.32942116,      0.1266616205,       1.167738539
          51,      -8.515596273,      -6.994348021,      -7.271407535,      -8.202692862,       -2.72677222,       50.79530539,       50.79530539,      0.1266552204,       1.167733256
          52,      -8.537410863,      -7.039705646,      -7.308215467,       -8.20865011,      -2.662465135,       60.95436647,       60.95436647,      0.1266485149,       1.167728456
          53,      -8.558019798,      -7.086443718,      -7.343838281,      -8.215811918,      -2.607871441,       73.14523976,       73.14523976,      0.1266411915,       1.167724096
          54,      -8.583315415,      -7.133600607,      -7.379830927,       -8.22444995,      -2.558882652,       87.77428771,       87.77428771,      0.1266329747,       1.167719982
          55,      -8.611123891,      -7.180306549,      -7.416054175,      -8.234918809,      -2.510572963,       87.77428771,       87.77428771,      0.1266237754,       1.167716031
          56,      -8.639457539,      -7.225752951,      -7.451323318,      -8.247795399,       -2.52081079,       8.777428771,       8.777428771,       0.126614881,       1.167712468
          57,      -8.685881196,       -7.26773926,      -7.489957533,      -8.261294108,      -3.103240344,       10.53291453,       10.53291453,       0.126613987,       1.167712014
          58,      -8.846955509,      -7.281509409,      -7.547281374,      -8.262476759,      -3.296527279,       12.63949743,       12.63949743,      0.1266128654,       1.167711495
          59,      -8.942245846,      -7.292164054,      -7.618084656,      -8.263894562,      -3.381038937,       15.16739692,       15.16739692,      0.1266113459,       1.167710826
          60,      -8.969586913,      -7.306925309,      -7.647643069,      -8.265607611,        -3.3468138,        18.2008763,        18.2008763,       0.126609282,       1.167709846
          61,      -8.912059022,      -7.326096211,      -7.643546639,      -8.267682043,      -3.268726419,       21.84105156,       21.84105156,      0.1266066797,       1.167708465
